Timeframe Name,From (date),To (date),Material name,Material code,Quantity,Unit,Location,Comments
January 2018,01/01/18,31/01/18,water,MF9,93.57,%,WOODHEAD,
February 2018,01/02/18,28/02/18,water,MF9,88.49,%,WOODHEAD,
March 2018,01/03/18,31/03/18,water,MF9,64.45,%,WOODHEAD,
April 2018,01/04/18,30/04/18,water,MF9,58.0,%,WOODHEAD,
May 2018,01/05/18,31/05/18,water,MF9,59.47,%,WOODHEAD,
June 2018,01/06/18,30/06/18,water,MF9,84.2,%,WOODHEAD,
July 2018,01/07/18,31/07/18,water,MF9,83.68,%,WOODHEAD,
August 2018,01/08/18,31/08/18,water,MF9,55.25,%,WOODHEAD,
September 2018,01/09/18,30/09/18,water,MF9,73.09,%,WOODHEAD,
October 2018,01/10/18,31/10/18,water,MF9,75.85,%,WOODHEAD,
November 2018,01/11/18,30/11/18,water,MF9,67.21,%,WOODHEAD,
December 2018,01/12/18,31/12/18,water,MF9,73.28,%,WOODHEAD,
January 2019,01/01/19,31/01/19,water,MF9,75.98,%,WOODHEAD,
February 2019,01/02/19,28/02/19,water,MF9,51.01,%,WOODHEAD,
March 2019,01/03/19,31/03/19,water,MF9,56.0,%,WOODHEAD,
April 2019,01/04/19,30/04/19,water,MF9,57.36,%,WOODHEAD,
May 2019,01/05/19,31/05/19,water,MF9,56.17,%,WOODHEAD,
